record_id,datetime,year,month,day,hour,pm10,so2,no2,co,o3,temperature,pressure,dew_point,rain,wind_direction,wind_speed,pm25
5210,2013-10-04 08:00:00,2013,10,4,8,96.0,50.0,63.0,1800.0,2.0,16.8,1009.7,12.5,0.0,NE,1.2,73.0
5211,2013-10-04 09:00:00,2013,10,4,9,110.0,70.0,69.0,2100.0,6.0,18.0,1009.5,12.9,0.0,ENE,1.1,82.0
5212,2013-10-04 10:00:00,2013,10,4,10,131.0,79.0,70.0,2300.0,18.0,19.1,1009.0,12.6,0.0,WNW,1.1,97.0
5213,2013-10-04 11:00:00,2013,10,4,11,159.0,98.0,76.0,2900.0,33.0,20.3,1008.2,13.0,0.0,NNE,0.8,118.0
5214,2013-10-04 12:00:00,2013,10,4,12,187.0,117.0,80.0,3400.0,51.0,21.5,1007.2,12.9,0.0,SSE,1.7,146.0
5215,2013-10-04 13:00:00,2013,10,4,13,184.0,96.0,94.0,3000.0,48.0,22.0,1006.8,13.1,0.0,SW,2.3,150.0
5216,2013-10-04 14:00:00,2013,10,4,14,206.0,87.0,108.0,3100.0,60.0,22.1,1006.7,13.2,0.0,SW,2.7,166.0
5217,2013-10-04 15:00:00,2013,10,4,15,235.0,71.0,99.0,2700.0,97.0,22.1,1006.6,14.0,0.0,WSW,1.4,187.0
5218,2013-10-04 16:00:00,2013,10,4,16,224.0,54.0,82.0,2100.0,124.0,20.8,1006.5,14.7,0.0,SW,1.0,190.0
5219,2013-10-04 17:00:00,2013,10,4,17,210.0,49.0,81.0,1900.0,123.0,18.5,1006.8,14.8,0.0,SE,0.0,184.0
5220,2013-10-04 18:00:00,2013,10,4,18,231.0,40.0,99.0,2000.0,84.0,16.5,1007.7,14.7,0.0,E,0.2,188.0
5221,2013-10-04 19:00:00,2013,10,4,19,257.0,28.0,152.0,2300.0,17.0,16.6,1008.4,14.2,0.0,ENE,0.7,198.0
5222,2013-10-04 20:00:00,2013,10,4,20,281.0,24.0,166.0,2500.0,1.0,16.2,1008.9,14.2,0.0,ENE,0.6,217.0
5223,2013-10-04 21:00:00,2013,10,4,21,285.0,18.0,167.0,2800.0,1.0,15.5,1009.5,14.0,0.0,NNW,0.0,255.0
5224,2013-10-04 22:00:00,2013,10,4,22,366.0,20.0,164.0,2600.0,1.0,14.8,1010.0,14.0,0.0,ENE,0.6,340.0
5225,2013-10-04 23:00:00,2013,10,4,23,359.0,17.0,164.0,2800.0,1.0,15.1,1010.0,14.1,0.0,ENE,0.7,321.0
5226,2013-10-05 00:00:00,2013,10,5,0,396.0,20.0,152.0,2800.0,1.0,14.8,1010.5,14.0,0.0,NE,0.8,349.0
5227,2013-10-05 01:00:00,2013,10,5,1,345.0,21.0,132.0,2900.0,1.0,14.6,1010.8,14.0,0.0,E,0.8,334.0
5228,2013-10-05 02:00:00,2013,10,5,2,295.0,17.0,110.0,2900.0,1.0,14.3,1010.5,13.8,0.0,NE,1.1,289.0
5229,2013-10-05 03:00:00,2013,10,5,3,259.0,14.0,98.0,2400.0,1.0,14.2,1011.0,13.6,0.0,NNE,0.6,258.0
5230,2013-10-05 04:00:00,2013,10,5,4,256.0,12.0,98.0,2200.0,1.0,13.9,1011.7,13.4,0.0,NE,1.0,246.0
5231,2013-10-05 05:00:00,2013,10,5,5,268.0,13.0,96.0,2600.0,1.0,13.7,1012.2,13.4,0.0,NE,1.0,258.0
5232,2013-10-05 06:00:00,2013,10,5,6,266.0,14.0,92.0,2500.0,1.0,13.8,1012.7,13.5,0.0,NE,0.8,235.0
5233,2013-10-05 07:00:00,2013,10,5,7,257.0,12.0,87.0,2300.0,1.0,14.8,1013.7,14.5,0.0,NE,1.2,239.0
5234,2013-10-05 08:00:00,2013,10,5,8,278.0,18.0,83.0,2300.0,1.0,16.6,1014.8,14.4,0.0,NE,1.5,250.0
5235,2013-10-05 09:00:00,2013,10,5,9,294.0,31.0,78.0,2100.0,6.0,18.3,1015.1,13.8,0.0,ENE,1.3,267.0
5236,2013-10-05 10:00:00,2013,10,5,10,314.0,43.0,94.0,2300.0,7.0,19.7,1015.3,13.6,0.0,NE,1.9,305.0
5237,2013-10-05 11:00:00,2013,10,5,11,321.0,51.0,101.0,2200.0,19.0,20.5,1014.8,14.2,0.0,NE,1.6,283.0
5238,2013-10-05 12:00:00,2013,10,5,12,308.0,53.0,106.0,2100.0,34.0,21.9,1014.2,14.3,0.0,ESE,1.2,281.0
5239,2013-10-05 13:00:00,2013,10,5,13,309.0,55.0,96.0,1900.0,74.0,22.8,1014.0,14.1,0.0,SE,1.0,282.0
5240,2013-10-05 14:00:00,2013,10,5,14,313.0,55.0,90.0,1800.0,104.0,23.3,1014.2,14.0,0.0,SE,1.1,311.0
5241,2013-10-05 15:00:00,2013,10,5,15,313.0,55.0,90.0,1600.0,129.0,22.6,1014.3,15.7,0.0,S,0.5,311.0
5242,2013-10-05 16:00:00,2013,10,5,16,283.0,52.0,82.0,1700.0,129.0,21.1,1014.5,16.1,0.0,SE,0.1,261.0
5243,2013-10-05 17:00:00,2013,10,5,17,262.0,42.0,83.0,1500.0,128.0,18.3,1015.1,15.4,0.0,SSE,0.0,239.0
5244,2013-10-05 18:00:00,2013,10,5,18,272.0,31.0,111.0,1800.0,86.0,16.8,1015.6,15.1,0.0,NE,0.0,266.0
5245,2013-10-05 19:00:00,2013,10,5,19,316.0,24.0,141.0,2100.0,40.0,16.0,1016.4,15.0,0.0,N,0.2,294.0
5246,2013-10-05 20:00:00,2013,10,5,20,295.0,21.0,171.0,2400.0,2.0,15.7,1017.0,14.9,0.0,NE,0.5,277.0
5247,2013-10-05 21:00:00,2013,10,5,21,295.0,21.0,171.0,2700.0,1.0,15.9,1017.8,14.9,0.0,ENE,0.9,277.0
5248,2013-10-05 22:00:00,2013,10,5,22,321.0,22.0,182.0,2800.0,1.0,15.4,1017.7,14.6,0.0,ENE,0.9,297.0
5249,2013-10-05 23:00:00,2013,10,5,23,374.0,25.0,164.0,2500.0,1.0,15.2,1018.1,14.4,0.0,NE,1.1,345.0
5250,2013-10-06 00:00:00,2013,10,6,0,382.0,25.0,154.0,2400.0,1.0,14.8,1018.0,14.2,0.0,E,0.0,355.0
5251,2013-10-06 01:00:00,2013,10,6,1,360.0,27.0,143.0,2300.0,1.0,14.0,1017.7,13.4,0.0,SW,0.0,327.0
5252,2013-10-06 02:00:00,2013,10,6,2,328.0,27.0,133.0,2300.0,1.0,13.3,1017.4,13.0,0.0,ESE,0.6,313.0
5253,2013-10-06 03:00:00,2013,10,6,3,327.0,29.0,126.0,2400.0,1.0,13.8,1017.5,13.6,0.0,ENE,0.6,303.0
5254,2013-10-06 04:00:00,2013,10,6,4,301.0,30.0,124.0,2100.0,1.0,13.6,1017.7,13.4,0.0,E,0.8,287.0
5255,2013-10-06 05:00:00,2013,10,6,5,301.0,33.0,106.0,2000.0,1.0,13.6,1018.0,13.4,0.0,NE,0.7,302.0
5256,2013-10-06 06:00:00,2013,10,6,6,280.0,34.0,101.0,1800.0,1.0,13.9,1018.3,13.7,0.0,NE,0.6,261.0
5257,2013-10-06 07:00:00,2013,10,6,7,254.0,35.0,95.0,2000.0,1.0,15.5,1018.8,15.5,0.0,NE,1.3,246.0
5258,2013-10-06 08:00:00,2013,10,6,8,224.0,43.0,89.0,2800.0,1.0,15.5,1019.0,15.0,0.0,NE,1.1,217.0
5259,2013-10-06 09:00:00,2013,10,6,9,287.0,49.0,90.0,2800.0,1.0,16.5,1019.3,15.0,0.0,NE,1.4,261.0
5260,2013-10-06 10:00:00,2013,10,6,10,287.0,49.0,90.0,2900.0,3.0,18.1,1018.6,15.0,0.0,E,1.6,261.0
5261,2013-10-06 11:00:00,2013,10,6,11,258.0,43.0,81.0,2700.0,5.0,19.5,1018.0,15.6,0.0,ENE,1.4,203.0
5262,2013-10-06 12:00:00,2013,10,6,12,116.0,49.0,74.0,2000.0,16.0,20.1,1016.9,15.5,0.0,ESE,2.2,174.0
5263,2013-10-06 13:00:00,2013,10,6,13,133.0,49.0,75.0,2300.0,12.0,20.1,1016.3,15.5,0.0,NE,1.0,163.0
5264,2013-10-06 14:00:00,2013,10,6,14,120.0,57.0,65.0,2200.0,38.0,20.6,1015.9,15.2,0.0,ESE,0.9,158.0
5265,2013-10-06 15:00:00,2013,10,6,15,145.0,65.0,65.0,2100.0,52.0,20.5,1014.8,15.3,0.0,SW,1.3,137.0
5266,2013-10-06 16:00:00,2013,10,6,16,177.0,64.0,74.0,2000.0,52.0,19.7,1014.7,16.0,0.0,ENE,0.2,154.0
5267,2013-10-06 17:00:00,2013,10,6,17,177.0,64.0,74.0,2000.0,44.0,17.6,1015.1,15.4,0.0,NNW,0.5,154.0
5268,2013-10-06 18:00:00,2013,10,6,18,190.0,57.0,100.0,2200.0,31.0,16.6,1015.2,15.1,0.0,NNE,0.5,188.0
5269,2013-10-06 19:00:00,2013,10,6,19,198.0,53.0,103.0,2300.0,22.0,16.0,1015.6,15.0,0.0,ESE,0.0,196.0
5270,2013-10-06 20:00:00,2013,10,6,20,218.0,53.0,90.0,2600.0,21.0,15.8,1015.7,15.0,0.0,NE,0.0,213.0
5271,2013-10-06 21:00:00,2013,10,6,21,205.0,52.0,108.0,2600.0,5.0,15.5,1015.8,14.7,0.0,N,0.4,202.0
5272,2013-10-06 22:00:00,2013,10,6,22,200.0,51.0,111.0,2600.0,4.0,15.0,1015.6,14.4,0.0,ESE,0.4,191.0
5273,2013-10-06 23:00:00,2013,10,6,23,187.0,51.0,106.0,2600.0,4.0,14.7,1015.6,14.4,0.0,ENE,0.1,164.0
5274,2013-10-07 00:00:00,2013,10,7,0,175.0,53.0,94.0,2300.0,3.0,14.7,1015.5,14.4,0.0,E,0.2,160.0
5275,2013-10-07 01:00:00,2013,10,7,1,173.0,51.0,85.0,2200.0,3.0,14.6,1015.6,14.3,0.0,NE,0.6,162.0
5276,2013-10-07 02:00:00,2013,10,7,2,169.0,50.0,78.0,2200.0,4.0,14.5,1015.3,14.3,0.0,NE,1.1,161.0
5277,2013-10-07 03:00:00,2013,10,7,3,159.0,49.0,73.0,1900.0,3.0,14.2,1015.5,14.0,0.0,ENE,0.8,152.0
5278,2013-10-07 04:00:00,2013,10,7,4,159.0,51.0,79.0,1800.0,3.0,13.8,1015.8,13.6,0.0,NNE,0.2,173.0
5279,2013-10-07 05:00:00,2013,10,7,5,138.0,52.0,78.0,1700.0,3.0,13.4,1016.2,13.2,0.0,SE,0.5,167.0
5280,2013-10-07 06:00:00,2013,10,7,6,137.0,53.0,75.0,1700.0,4.0,13.4,1016.6,13.4,0.0,E,0.6,164.0
5281,2013-10-07 07:00:00,2013,10,7,7,141.0,53.0,74.0,1700.0,5.0,15.4,1017.6,13.4,0.0,N,2.1,135.0
5282,2013-10-07 08:00:00,2013,10,7,8,141.0,54.0,69.0,1300.0,12.0,19.4,1018.0,9.6,0.0,NNE,2.4,147.0
5283,2013-10-07 09:00:00,2013,10,7,9,88.0,45.0,44.0,700.0,24.0,21.7,1018.5,7.5,0.0,NNE,1.3,88.0
5284,2013-10-07 10:00:00,2013,10,7,10,28.0,41.0,31.0,500.0,27.0,23.2,1018.4,4.7,0.0,NNE,3.2,25.0
5285,2013-10-07 11:00:00,2013,10,7,11,30.0,47.0,29.0,400.0,37.0,24.1,1017.9,4.9,0.0,NE,2.6,28.0
5286,2013-10-07 12:00:00,2013,10,7,12,40.0,40.0,28.0,200.0,44.0,25.4,1016.8,4.5,0.0,NNE,3.5,24.0
5287,2013-10-07 13:00:00,2013,10,7,13,51.0,39.0,25.0,200.0,59.0,25.7,1016.2,5.3,0.0,ENE,3.6,28.0
5288,2013-10-07 14:00:00,2013,10,7,14,14.0,37.0,19.0,100.0,68.0,25.6,1016.2,5.7,0.0,ENE,2.5,7.0
5289,2013-10-07 15:00:00,2013,10,7,15,21.0,36.0,19.0,100.0,67.0,24.9,1016.2,7.1,0.0,E,1.5,3.0
5290,2013-10-07 16:00:00,2013,10,7,16,11.0,35.0,23.0,100.0,62.0,23.3,1016.3,4.7,0.0,E,1.5,3.0
5291,2013-10-07 17:00:00,2013,10,7,17,6.0,37.0,38.0,200.0,48.0,19.0,1016.4,7.7,0.0,ENE,0.0,3.0
5292,2013-10-07 18:00:00,2013,10,7,18,36.0,36.0,63.0,200.0,28.0,17.6,1017.0,10.7,0.0,N,0.0,20.0
5293,2013-10-07 19:00:00,2013,10,7,19,93.0,36.0,96.0,700.0,7.0,17.4,1016.8,11.9,0.0,ESE,0.2,33.0
5294,2013-10-07 20:00:00,2013,10,7,20,18.0,39.0,94.0,400.0,6.0,18.3,1018.0,8.0,0.0,ENE,1.2,15.0
5295,2013-10-07 21:00:00,2013,10,7,21,73.0,38.0,85.0,300.0,7.0,17.7,1019.1,8.3,0.0,SSE,0.8,38.0
5296,2013-10-07 22:00:00,2013,10,7,22,207.0,43.0,87.0,500.0,20.0,19.4,1018.8,11.7,0.0,S,1.3,71.0
5297,2013-10-07 23:00:00,2013,10,7,23,116.0,46.0,60.0,400.0,46.0,18.5,1018.9,12.9,0.0,ENE,0.6,71.0
5298,2013-10-08 00:00:00,2013,10,8,0,92.0,42.0,65.0,300.0,39.0,17.1,1019.0,10.5,0.0,E,0.7,63.0
5299,2013-10-08 01:00:00,2013,10,8,1,83.0,35.0,51.0,200.0,42.0,16.5,1018.3,12.1,0.0,NE,1.0,61.0
5300,2013-10-08 02:00:00,2013,10,8,2,68.0,16.0,49.0,300.0,32.0,16.0,1017.9,10.5,0.0,NNE,1.8,59.0
5301,2013-10-08 03:00:00,2013,10,8,3,68.0,14.0,39.0,200.0,32.0,16.0,1017.8,10.1,0.0,NNE,1.3,36.0
5302,2013-10-08 04:00:00,2013,10,8,4,57.0,11.0,39.0,200.0,15.0,14.2,1017.6,11.0,0.0,ESE,0.5,28.0
5303,2013-10-08 05:00:00,2013,10,8,5,63.0,13.0,74.0,300.0,3.0,13.5,1018.1,11.4,0.0,ENE,0.0,39.0
5304,2013-10-08 06:00:00,2013,10,8,6,111.0,15.0,73.0,500.0,3.0,13.6,1017.9,11.1,0.0,NNE,0.0,63.0
5305,2013-10-08 07:00:00,2013,10,8,7,65.0,16.0,67.0,300.0,6.0,15.3,1018.0,10.5,0.0,E,0.7,38.0
5306,2013-10-08 08:00:00,2013,10,8,8,38.0,16.0,51.0,300.0,14.0,17.3,1017.8,8.7,0.0,WSW,2.6,24.0
5307,2013-10-08 09:00:00,2013,10,8,9,57.0,17.0,57.0,500.0,12.0,18.1,1017.4,8.1,0.0,WSW,2.3,29.0
5308,2013-10-08 10:00:00,2013,10,8,10,59.0,26.0,64.0,800.0,13.0,18.9,1016.3,8.2,0.0,WSW,3.3,40.0
5309,2013-10-08 11:00:00,2013,10,8,11,82.0,60.0,63.0,1400.0,26.0,20.1,1015.3,8.1,0.0,S,2.1,53.0
5310,2013-10-08 12:00:00,2013,10,8,12,89.0,65.0,58.0,1400.0,38.0,20.6,1013.6,8.6,0.0,SW,3.2,62.0
5311,2013-10-08 13:00:00,2013,10,8,13,90.0,52.0,39.0,1000.0,58.0,21.5,1011.9,9.4,0.0,WSW,3.4,51.0
5312,2013-10-08 14:00:00,2013,10,8,14,79.0,52.0,37.0,1000.0,68.0,21.6,1011.5,9.8,0.0,SW,3.7,54.0
5313,2013-10-08 15:00:00,2013,10,8,15,89.0,54.0,35.0,900.0,75.0,21.4,1010.4,12.0,0.0,SW,2.7,55.0
5314,2013-10-08 16:00:00,2013,10,8,16,90.0,36.0,32.0,600.0,80.0,20.3,1009.7,12.5,0.0,WSW,3.2,48.0
5315,2013-10-08 17:00:00,2013,10,8,17,100.0,35.0,38.0,600.0,77.0,19.5,1009.4,12.5,0.0,SW,2.0,61.0
5316,2013-10-08 18:00:00,2013,10,8,18,108.0,29.0,41.0,600.0,76.0,18.7,1009.1,12.9,0.0,SW,1.4,71.0
5317,2013-10-08 19:00:00,2013,10,8,19,116.0,26.0,51.0,700.0,63.0,17.6,1009.4,12.9,0.0,SW,1.2,77.0
5318,2013-10-08 20:00:00,2013,10,8,20,122.0,25.0,72.0,800.0,43.0,16.3,1009.3,13.2,0.0,WNW,0.4,93.0
5319,2013-10-08 21:00:00,2013,10,8,21,127.0,25.0,76.0,800.0,35.0,14.6,1009.1,13.0,0.0,SSW,0.2,100.0
5320,2013-10-08 22:00:00,2013,10,8,22,123.0,28.0,94.0,900.0,18.0,13.8,1008.4,13.0,0.0,SSE,0.1,98.0
5321,2013-10-08 23:00:00,2013,10,8,23,122.0,28.0,99.0,800.0,11.0,13.2,1008.3,12.6,0.0,NNE,0.6,92.0
5322,2013-10-09 00:00:00,2013,10,9,0,117.0,32.0,93.0,800.0,11.0,12.6,1008.0,12.0,0.0,ENE,0.5,98.0
5323,2013-10-09 01:00:00,2013,10,9,1,127.0,33.0,85.0,800.0,7.0,12.1,1007.6,11.5,0.0,S,0.2,104.0
5324,2013-10-09 02:00:00,2013,10,9,2,128.0,32.0,81.0,900.0,6.0,12.1,1007.0,11.6,0.0,NE,0.9,99.0
5325,2013-10-09 03:00:00,2013,10,9,3,198.0,39.0,97.0,1400.0,5.0,11.9,1006.5,11.3,0.0,NE,0.8,120.0
5326,2013-10-09 04:00:00,2013,10,9,4,215.0,39.0,90.0,1400.0,4.0,11.7,1006.8,11.2,0.0,NE,1.6,121.0
5327,2013-10-09 05:00:00,2013,10,9,5,188.0,39.0,78.0,1300.0,4.0,11.5,1007.1,11.0,0.0,NE,1.2,114.0
5328,2013-10-09 06:00:00,2013,10,9,6,155.0,37.0,71.0,1400.0,4.0,12.0,1007.3,11.4,0.0,NE,1.1,102.0
5329,2013-10-09 07:00:00,2013,10,9,7,146.0,37.0,69.0,1600.0,4.0,13.1,1007.7,11.8,0.0,NE,1.4,98.0
5330,2013-10-09 08:00:00,2013,10,9,8,152.0,38.0,66.0,1600.0,4.0,13.8,1007.5,11.7,0.0,N,1.0,101.0
5331,2013-10-09 09:00:00,2013,10,9,9,155.0,40.0,66.0,1700.0,5.0,14.9,1007.2,12.0,0.0,NNE,1.3,99.0
5332,2013-10-09 10:00:00,2013,10,9,10,154.0,41.0,69.0,1900.0,6.0,15.9,1006.4,12.1,0.0,ENE,1.4,100.0
5333,2013-10-09 11:00:00,2013,10,9,11,154.0,45.0,73.0,1500.0,7.0,16.9,1005.9,12.2,0.0,ENE,1.2,102.0
5334,2013-10-09 12:00:00,2013,10,9,12,163.0,46.0,85.0,1500.0,8.0,18.1,1005.1,13.0,0.0,NE,1.4,112.0
5335,2013-10-09 13:00:00,2013,10,9,13,188.0,50.0,106.0,1800.0,8.0,19.0,1004.1,13.2,0.0,NNE,1.5,131.0
5336,2013-10-09 14:00:00,2013,10,9,14,171.0,55.0,106.0,1500.0,14.0,19.8,1003.8,13.5,0.0,NNE,1.5,140.0
5337,2013-10-09 15:00:00,2013,10,9,15,188.0,54.0,103.0,1400.0,24.0,19.4,1004.0,13.8,0.0,NNE,1.3,159.0
5338,2013-10-09 16:00:00,2013,10,9,16,218.0,52.0,108.0,1500.0,33.0,18.2,1003.3,13.5,0.0,NE,1.2,189.0
5339,2013-10-09 17:00:00,2013,10,9,17,225.0,55.0,109.0,1400.0,33.0,16.3,1003.7,13.4,0.0,NNE,0.8,200.0
5340,2013-10-09 18:00:00,2013,10,9,18,235.0,52.0,121.0,1600.0,17.0,15.6,1003.9,13.4,0.0,NNE,0.9,190.0
5341,2013-10-09 19:00:00,2013,10,9,19,235.0,51.0,123.0,1700.0,8.0,14.9,1003.8,13.3,0.0,ENE,0.6,194.0
5342,2013-10-09 20:00:00,2013,10,9,20,235.0,51.0,123.0,1700.0,11.0,14.7,1003.5,13.7,0.0,E,0.0,194.0
5343,2013-10-09 21:00:00,2013,10,9,21,215.0,52.0,117.0,1700.0,9.0,14.4,1003.2,13.6,0.0,E,0.0,215.0
5344,2013-10-09 22:00:00,2013,10,9,22,225.0,53.0,126.0,1800.0,8.0,14.4,1003.7,13.6,0.0,N,1.5,219.0
5345,2013-10-09 23:00:00,2013,10,9,23,241.0,57.0,118.0,1800.0,7.0,15.5,1004.1,13.2,0.0,NE,1.1,195.0
5346,2013-10-10 00:00:00,2013,10,10,0,243.0,47.0,94.0,1700.0,7.0,15.0,1002.4,13.0,0.0,NE,0.6,191.0
5347,2013-10-10 01:00:00,2013,10,10,1,197.0,45.0,82.0,1500.0,6.0,14.0,1001.5,12.9,0.0,WSW,0.8,189.0
5348,2013-10-10 02:00:00,2013,10,10,2,192.0,48.0,77.0,1500.0,6.0,13.6,1001.4,13.0,0.0,E,0.2,187.0
5349,2013-10-10 03:00:00,2013,10,10,3,191.0,51.0,74.0,1500.0,6.0,13.7,1001.0,13.2,0.0,ENE,1.1,162.0
5350,2013-10-10 04:00:00,2013,10,10,4,186.0,53.0,75.0,1500.0,7.0,13.8,1001.6,13.3,0.0,NE,0.8,164.0
5351,2013-10-10 05:00:00,2013,10,10,5,187.0,52.0,71.0,1400.0,6.0,13.7,1001.8,13.2,0.0,NE,0.5,166.0
5352,2013-10-10 06:00:00,2013,10,10,6,179.0,54.0,69.0,1300.0,7.0,13.3,1002.1,12.8,0.0,SE,0.0,165.0
5353,2013-10-10 07:00:00,2013,10,10,7,171.0,55.0,65.0,1300.0,7.0,14.8,1003.4,14.5,0.0,SSE,0.6,162.0
5354,2013-10-10 08:00:00,2013,10,10,8,182.0,58.0,67.0,1500.0,8.0,19.4,1004.4,3.1,0.0,NNW,4.2,164.0
5355,2013-10-10 09:00:00,2013,10,10,9,182.0,59.0,53.0,1000.0,17.0,20.4,1005.8,3.6,0.0,NW,3.6,151.0
5356,2013-10-10 10:00:00,2013,10,10,10,122.0,49.0,17.0,300.0,34.0,20.2,1005.8,3.0,0.0,N,5.8,18.0
5357,2013-10-10 11:00:00,2013,10,10,11,92.0,43.0,13.0,200.0,38.0,20.3,1005.8,3.1,0.0,N,6.5,14.0
5358,2013-10-10 12:00:00,2013,10,10,12,91.0,43.0,12.0,100.0,42.0,20.2,1006.7,3.0,0.0,NNW,5.7,17.0
5359,2013-10-10 13:00:00,2013,10,10,13,97.0,43.0,10.0,100.0,45.0,19.7,1007.0,3.0,0.0,N,7.1,16.0
5360,2013-10-10 14:00:00,2013,10,10,14,61.0,42.0,10.0,,45.0,19.8,1007.9,2.2,0.0,NNW,4.6,10.0
5361,2013-10-10 15:00:00,2013,10,10,15,30.0,43.0,10.0,,46.0,20.1,1008.0,2.0,0.0,NNE,3.3,7.0
5362,2013-10-10 16:00:00,2013,10,10,16,29.0,44.0,11.0,,47.0,19.2,1008.4,0.2,0.0,N,7.1,10.0
5363,2013-10-10 17:00:00,2013,10,10,17,14.0,40.0,12.0,,47.0,17.9,1009.5,0.5,0.0,N,2.2,9.0
5364,2013-10-10 18:00:00,2013,10,10,18,23.0,40.0,13.0,,48.0,16.5,1009.9,1.4,0.0,NE,1.4,7.0
5365,2013-10-10 19:00:00,2013,10,10,19,23.0,37.4136,13.0,,44.0,13.5,1009.8,3.3,0.0,E,0.4,7.0
5366,2013-10-10 20:00:00,2013,10,10,20,7.0,37.4136,19.0,,43.0,14.6,1009.8,0.4,0.0,NNE,2.1,3.0
5367,2013-10-10 21:00:00,2013,10,10,21,6.0,38.2704,30.0,100.0,34.0,16.1,1010.0,0.2,0.0,NNE,2.0,3.0
5368,2013-10-10 22:00:00,2013,10,10,22,6.0,37.6992,49.0,100.0,21.0,13.8,1010.0,1.7,0.0,NNE,1.5,3.0
5369,2013-10-10 23:00:00,2013,10,10,23,14.0,40.2696,41.0,100.0,25.0,12.5,1009.7,3.4,0.0,SW,0.9,8.0
5370,2013-10-11 00:00:00,2013,10,11,0,20.0,42.5544,39.0,100.0,23.0,9.7,1009.6,5.3,0.0,SE,0.5,10.0
5371,2013-10-11 01:00:00,2013,10,11,1,56.0,44.8392,63.0,100.0,8.0,8.4,1009.8,5.9,0.0,WSW,0.4,17.0
5372,2013-10-11 02:00:00,2013,10,11,2,32.0,43.9824,51.0,200.0,10.0,7.6,1009.7,5.7,0.0,WSW,0.1,11.0
5373,2013-10-11 03:00:00,2013,10,11,3,19.0,43.4112,52.0,200.0,8.0,7.1,1009.8,5.6,0.0,E,0.0,8.0
5374,2013-10-11 04:00:00,2013,10,11,4,28.0,45.1248,52.0,200.0,5.0,6.9,1010.0,6.2,0.0,ENE,0.9,12.0
5375,2013-10-11 05:00:00,2013,10,11,5,38.0,45.4104,58.0,400.0,6.0,6.7,1010.3,6.1,0.0,W,0.1,9.0
5376,2013-10-11 06:00:00,2013,10,11,6,26.0,47.124,61.0,500.0,7.0,7.1,1010.6,6.7,0.0,SE,0.2,16.0
5377,2013-10-11 07:00:00,2013,10,11,7,55.0,52.5504,63.0,700.0,7.0,12.2,1011.6,6.2,0.0,NNE,1.3,22.0
5378,2013-10-11 08:00:00,2013,10,11,8,55.0,55.692,63.0,,7.7112,15.0,1011.8,5.8,0.0,NNE,1.4,22.0
5379,2013-10-11 09:00:00,2013,10,11,9,122.0,59.4048,76.0,1300.0,8.0,17.3,1011.4,4.6,0.0,E,0.9,45.0
5380,2013-10-11 10:00:00,2013,10,11,10,88.0,54.5496,82.0,1100.0,10.0,19.0,1010.7,5.8,0.0,NNW,0.9,42.0
5381,2013-10-11 11:00:00,2013,10,11,11,55.0,39.6984,54.0,800.0,20.0,20.7,1009.5,4.3,0.0,WSW,3.8,38.0
5382,2013-10-11 12:00:00,2013,10,11,12,49.0,14.28,40.0,400.0,44.0,21.6,1008.7,5.1,0.0,SW,3.0,28.0
5383,2013-10-11 13:00:00,2013,10,11,13,79.0,15.708,35.0,400.0,61.0,22.3,1007.7,5.2,0.0,S,2.8,37.0
5384,2013-10-11 14:00:00,2013,10,11,14,87.0,19.992,34.0,400.0,79.0,22.9,1007.0,5.3,0.0,WSW,2.8,43.0
5385,2013-10-11 15:00:00,2013,10,11,15,81.0,22.848,38.0,400.0,86.0,22.5,1007.1,5.0,0.0,SW,3.0,56.0
5386,2013-10-11 16:00:00,2013,10,11,16,99.0,23.7048,41.0,400.0,90.0,21.3,1007.0,7.5,0.0,SW,0.8,53.0
5387,2013-10-11 17:00:00,2013,10,11,17,112.0,26.5608,57.0,400.0,85.0,17.6,1008.0,7.9,0.0,SE,0.5,58.0
5388,2013-10-11 18:00:00,2013,10,11,18,141.0,25.704,67.0,600.0,80.0,14.4,1008.9,10.2,0.0,ENE,0.0,71.0
5389,2013-10-11 19:00:00,2013,10,11,19,184.0,23.7048,131.0,1100.0,15.0,12.6,1009.6,9.8,0.0,NE,0.6,84.0
5390,2013-10-11 20:00:00,2013,10,11,20,287.0,27.4176,169.0,2700.0,1.0,13.4,1010.4,9.1,0.0,NE,0.9,134.0
5391,2013-10-11 21:00:00,2013,10,11,21,231.0,19.4208,158.0,2600.0,1.0,13.3,1010.8,8.8,0.0,NNE,0.9,130.0
5392,2013-10-11 22:00:00,2013,10,11,22,202.0,20.2776,143.0,1500.0,1.0,12.5,1011.8,8.8,0.0,ENE,0.8,119.0
5393,2013-10-11 23:00:00,2013,10,11,23,152.0,16.8504,132.0,1100.0,1.0,12.3,1011.9,8.4,0.0,NE,1.0,97.0
5394,2013-10-12 00:00:00,2013,10,12,0,104.0,6.8544,90.0,1000.0,1.0,11.3,1011.8,8.2,0.0,NE,0.6,75.0
5395,2013-10-12 01:00:00,2013,10,12,1,112.0,5.4264,80.0,1100.0,1.0,10.6,1012.2,8.4,0.0,NE,0.8,80.0
5396,2013-10-12 02:00:00,2013,10,12,2,135.0,8.2824,78.0,1100.0,1.0,10.1,1012.1,8.5,0.0,NNE,0.8,91.0
5397,2013-10-12 03:00:00,2013,10,12,3,84.0,4.284,74.0,700.0,1.0,9.7,1012.5,8.6,0.0,ENE,0.9,71.0
